Hatyapuri,Satyajit Ray,https://www.amarbooks.org/thumbs/1573623317.jpg,http://www.amarbooks.com/FreeDownload.php?w=&f=Hatyapuri.pdf,1.78 MB
Badshahi Angti,Satyajit Ray,https://www.amarbooks.org/thumbs/1573607131.jpg,http://www.amarbooks.com/FreeDownload.php?w=&f=Badshahi%20Angti.pdf,2.12 MB
Bhusharga Bhayankar,Satyajit Ray,https://www.amarbooks.org/thumbs/1573621543.jpg,http://www.amarbooks.com/FreeDownload.php?w=&f=Bhusharga%20Bhayankar.pdf,1.9 MB
Chinnomastar Obhishap,Satyajit Ray,https://www.amarbooks.org/thumbs/1573608535.jpg,http://www.amarbooks.com/FreeDownload.php?w=&f=Chinnomastar%20Obhishap.pdf,1.6 MB
Gangtok e Gondogol (Comics),Satyajit Ray,https://www.amarbooks.org/thumbs/1467711460.jpg,http://www.amarbooks.com/FreeDownload.php?w=&f=Gangtok%20e%20Gondogol%20(Comics).pdf,11.48 MB
Gosaipur Sargaram,Satyajit Ray,https://www.amarbooks.org/thumbs/1573623082.jpg,http://www.amarbooks.com/FreeDownload.php?w=&f=Gosaipur%20Sargaram.pdf,1.35 MB
Feluda Somogro-2,Satyajit Ray,https://www.amarbooks.org/thumbs/1467711379.jpg,http://www.amarbooks.com/FreeDownload.php?w=&f=Feluda%20Somogro-2.pdf,31.51 MB
Feluda And Co,Satyajit Ray,https://www.amarbooks.org/thumbs/1573620657.jpg,http://www.amarbooks.com/FreeDownload.php?w=&f=Feluda%20And%20Co.pdf,1.86 MB
Bomjatrir Dairy,Satyajit Ray,https://www.amarbooks.org/thumbs/1573607877.jpg,http://www.amarbooks.com/FreeDownload.php?w=&f=Bomjatrir%20Dairy.pdf,0.9 MB
Joto Kando Katmandute,Satyajit Ray,https://www.amarbooks.org/thumbs/1573625906.jpg,http://www.amarbooks.com/FreeDownload.php?w=&f=Joto%20Kando%20Katmandute.pdf,1.79 MB
